employee_id,name,department,job_title,location,annual_salary_inr,years_experience,age,status,performance_rating,projects_completed,joining_year,manager_name,employment_type,primary_skills
10307,Vikram Sharma,Cybersecurity,Security Analyst,Mumbai,1619767,2.1,51,Active,Meets Expectations,6,2026,Sneha Verma,Contract,"Python, SQL, Pandas"
10308,Kabir Mehta,Sales,Sales Manager,Ahmedabad,2355538,8.6,57,Active,Needs Improvement,5,2017,Tanvi Kapoor,Full Time,"Excel, SQL, Tableau"
10309,Varun Patel,Human Resources,Talent Partner,Bengaluru,1863594,5.8,55,Active,Meets Expectations,1,2025,Naina Iyer,Full Time,"Python, SQL, Pandas"
10310,Ananya Gupta,Technology,AI Engineer,Chennai,791223,10.7,39,Active,Good,2,2021,Arjun Gupta,Full Time,"AWS, Docker, Kubernetes"
10311,Shreya Kulkarni,Sales,Business Development Executive,Bengaluru,1926639,6.8,57,Active,Excellent,8,2017,Manish Nair,Full Time,"LLM, RAG, LangChain, Python"
10312,Isha Singh,Finance,Risk Analyst,Gurugram,455924,10.2,48,Active,Needs Improvement,2,2012,Karan Rao,Contract,"Excel, SQL, Tableau"
10313,Rohan Kapoor,Finance,Finance Manager,Chennai,792450,12.4,46,Active,Very Good,6,2026,Sneha Kulkarni,Contract,"Risk Analysis, Excel, SQL"
10314,Maya Gupta,Technology,Software Engineer,Bengaluru,642060,13.9,29,Active,Excellent,7,2012,Sneha Rao,Contract,"SQL, Power BI, Excel"
10315,Isha Patel,Cybersecurity,Security Analyst,Pune,1230686,7.9,48,Active,Good,3,2021,Simran Kulkarni,Contract,"SQL, Power BI, Excel"
10316,Sneha Gupta,Operations,Operations Analyst,Chennai,2270560,8.5,28,Active,Very Good,8,2026,Kavya Iyer,Full Time,"LLM, RAG, LangChain, Python"
10317,Dev Sharma,Technology,Backend Developer,Chennai,2171474,11.6,57,Notice Period,Very Good,2,2012,Vikram Rao,Full Time,"SQL, Power BI, Excel"
10318,Pooja Kapoor,Sales,Account Executive,Mumbai,2083618,10.5,37,Active,Good,8,2023,Ananya Desai,Full Time,"Data Governance, SQL, Collibra"
10319,Shreya Sharma,Sales,Sales Analyst,Hyderabad,2030989,3.8,31,Active,Needs Improvement,7,2012,Sneha Joshi,Contract,"Python, PySpark, AWS"
10320,Aditya Iyer,Data Engineering,Data Engineer,Ahmedabad,2064399,10.5,51,On Leave,Good,8,2021,Rahul Sharma,Full Time,"Python, PySpark, AWS"
10321,Tanvi Nair,Product,Product Manager,Delhi,2311840,9.1,31,Active,Very Good,5,2020,Tanvi Verma,Full Time,"Java, Spring Boot, SQL"
10322,Harsh Sharma,Finance,Finance Manager,Pune,1745745,7.3,40,Active,Very Good,4,2017,Rahul Mehta,Contract,"Risk Analysis, Excel, SQL"
10323,Kabir Mehta,Product,Product Manager,Noida,867567,3.6,46,Active,Excellent,6,2014,Karan Desai,Contract,"LLM, RAG, LangChain, Python"
10324,Priya Nair,Product,Product Analyst,Bengaluru,2120833,13.5,41,Active,Meets Expectations,4,2016,Dev Gupta,Contract,"Machine Learning, Python, Scikit-learn"
10325,Rohan Mehta,Data Engineering,ETL Developer,Gurugram,2162715,7.4,47,Active,Meets Expectations,2,2016,Arjun Khan,Full Time,"Excel, SQL, Tableau"
10326,Sneha Gupta,Technology,Backend Developer,Gurugram,1710782,13.9,33,On Leave,Excellent,8,2021,Vikram Iyer,Full Time,"Java, Spring Boot, SQL"
10327,Riya Sharma,Finance,Risk Analyst,Delhi,1850448,7.1,44,Active,Meets Expectations,6,2024,Simran Verma,Full Time,"SQL, Power BI, Excel"
10328,Pooja Patel,Technology,AI Engineer,Delhi,1527610,10.5,41,Notice Period,Excellent,8,2026,Karan Joshi,Contract,"Risk Analysis, Excel, SQL"
10329,Manish Mehta,Product,Associate Product Manager,Gurugram,843022,7.9,38,Notice Period,Needs Improvement,6,2017,Maya Iyer,Full Time,"AWS, Docker, Kubernetes"
10330,Arjun Gupta,Marketing,Marketing Analyst,Ahmedabad,1866765,11.2,55,Active,Meets Expectations,8,2013,Pooja Khan,Full Time,"Java, Spring Boot, SQL"
10331,Sneha Joshi,Technology,Software Engineer,Bengaluru,1300945,9.0,33,Notice Period,Very Good,3,2015,Karan Patel,Full Time,"Python, PySpark, AWS"
10332,Nikhil Joshi,Cybersecurity,Security Engineer,Bengaluru,1838947,11.2,43,Active,Needs Improvement,2,2022,Aditi Patel,Contract,"AWS, Docker, Kubernetes"
10333,Riya Nair,Data Engineering,Data Platform Engineer,Gurugram,1145628,13.4,26,Active,Meets Expectations,6,2026,Pooja Iyer,Full Time,"SQL, Power BI, Excel"
10334,Dev Singh,Data Engineering,Senior Data Engineer,Mumbai,465145,5.5,35,Active,Needs Improvement,7,2026,Yash Sharma,Contract,"Machine Learning, Python, Scikit-learn"
10335,Arjun Gupta,Data Engineering,ETL Developer,Delhi,1516041,2.1,58,On Leave,Needs Improvement,7,2020,Sneha Joshi,Contract,"Excel, SQL, Tableau"
10336,Kavya Sharma,Sales,Sales Manager,Kolkata,2101126,7.7,51,Active,Needs Improvement,6,2014,Sneha Nair,Full Time,"Risk Analysis, Excel, SQL"
10337,Aditi Rao,Cybersecurity,Security Analyst,Hyderabad,2254963,3.5,31,Active,Needs Improvement,1,2022,Naina Joshi,Full Time,"LLM, RAG, LangChain, Python"
10338,Rohan Joshi,Human Resources,HR Manager,Bengaluru,831262,11.1,23,Active,Good,6,2012,Varun Gupta,Contract,"LLM, RAG, LangChain, Python"
10339,Naina Khan,Analytics,Data Analyst,Ahmedabad,2252926,7.9,27,Active,Excellent,4,2014,Priya Singh,Contract,"Java, Spring Boot, SQL"
10340,Rahul Gupta,Analytics,BI Analyst,Mumbai,2244031,5.7,32,Notice Period,Very Good,3,2023,Shreya Desai,Full Time,"Python, SQL, Pandas"
10341,Yash Sharma,Cybersecurity,Security Analyst,Ahmedabad,1358724,2.2,43,Active,Good,8,2015,Aarav Gupta,Contract,"Machine Learning, Python, Scikit-learn"
10342,Arjun Joshi,Data Engineering,Data Platform Engineer,Hyderabad,1170710,7.6,33,Notice Period,Needs Improvement,6,2011,Ananya Iyer,Full Time,"AWS, Docker, Kubernetes"
10343,Yash Gupta,Product,Product Analyst,Bengaluru,468353,1.2,36,Active,Meets Expectations,3,2019,Naina Sharma,Contract,"SQL, Power BI, Excel"
10344,Maya Nair,Data Engineering,ETL Developer,Delhi,2072137,1.7,29,Active,Excellent,1,2012,Shreya Nair,Contract,"SQL, Power BI, Excel"
10345,Riya Nair,Sales,Sales Manager,Delhi,509523,14.4,22,Active,Excellent,8,2019,Meera Nair,Full Time,"Data Governance, SQL, Collibra"
10346,Arjun Kulkarni,Finance,Risk Analyst,Kolkata,975748,10.7,39,On Leave,Very Good,6,2015,Neha Singh,Contract,"AWS, Docker, Kubernetes"
10347,Siddharth Patel,Human Resources,HR Manager,Kolkata,1892418,10.6,56,Notice Period,Needs Improvement,3,2023,Naina Shah,Full Time,"Data Governance, SQL, Collibra"
10348,Aditi Joshi,Finance,Risk Analyst,Ahmedabad,1086547,0.8,44,Notice Period,Needs Improvement,5,2025,Harsh Singh,Full Time,"Data Governance, SQL, Collibra"
10349,Aarav Verma,Technology,AI Engineer,Pune,2194372,8.7,33,Notice Period,Meets Expectations,3,2020,Naina Khan,Full Time,"Python, SQL, Pandas"
10350,Vikram Iyer,Operations,Operations Analyst,Kolkata,2068369,2.9,48,Active,Very Good,6,2011,Isha Patel,Full Time,"Excel, SQL, Tableau"
10351,Maya Joshi,Operations,Operations Analyst,Ahmedabad,2244429,4.1,52,Active,Good,3,2022,Tanvi Iyer,Full Time,"Risk Analysis, Excel, SQL"
10352,Manish Desai,Analytics,BI Analyst,Mumbai,984501,5.7,31,On Leave,Good,8,2016,Neha Iyer,Contract,"Machine Learning, Python, Scikit-learn"
10353,Neha Patel,Finance,FP&A Analyst,Pune,740013,8.0,52,Active,Needs Improvement,5,2013,Manish Khan,Full Time,"SQL, Power BI, Excel"
10354,Rahul Singh,Sales,Business Development Executive,Hyderabad,457018,12.5,27,Active,Needs Improvement,6,2016,Siddharth Singh,Full Time,"Risk Analysis, Excel, SQL"
10355,Meera Iyer,Data Engineering,Data Engineer,Kolkata,684075,11.5,26,On Leave,Meets Expectations,8,2020,Aarav Rao,Full Time,"Java, Spring Boot, SQL"
10356,Pooja Gupta,Marketing,Marketing Analyst,Hyderabad,1254327,12.2,37,Notice Period,Good,7,2011,Yash Verma,Full Time,"Excel, SQL, Tableau"
10357,Arjun Joshi,Analytics,Data Analyst,Bengaluru,819606,14.7,29,On Leave,Good,4,2013,Priya Verma,Full Time,"Python, PySpark, AWS"
10358,Harsh Iyer,Technology,Backend Developer,Bengaluru,1213293,6.8,54,On Leave,Needs Improvement,7,2022,Aditi Sharma,Contract,"LLM, RAG, LangChain, Python"
10359,Aarav Kapoor,Finance,Risk Analyst,Kolkata,1446839,13.5,48,On Leave,Excellent,7,2022,Vikram Singh,Contract,"AWS, Docker, Kubernetes"
10360,Aditi Desai,Operations,Process Analyst,Hyderabad,1129519,6.9,36,Notice Period,Very Good,3,2011,Aditi Rao,Full Time,"Python, PySpark, AWS"
10361,Nikhil Verma,Data Engineering,Data Engineer,Noida,1692073,7.4,22,Active,Very Good,5,2017,Meera Nair,Full Time,"Python, SQL, Pandas"
10362,Vikram Shah,Technology,Backend Developer,Gurugram,2072019,11.9,34,Notice Period,Meets Expectations,8,2014,Ananya Sharma,Contract,"Java, Spring Boot, SQL"
10363,Arjun Khan,Product,Product Manager,Bengaluru,1699951,0.8,57,Active,Very Good,5,2017,Rahul Gupta,Contract,"Excel, SQL, Tableau"
10364,Isha Verma,Operations,Process Analyst,Pune,1365403,6.4,57,Active,Meets Expectations,1,2011,Aarav Gupta,Full Time,"Risk Analysis, Excel, SQL"
10365,Yash Kulkarni,Analytics,Data Analyst,Gurugram,1271631,9.5,41,Active,Very Good,5,2015,Tanvi Rao,Full Time,"AWS, Docker, Kubernetes"
10366,Manish Kulkarni,Analytics,Senior Data Analyst,Pune,1509415,4.4,26,Active,Excellent,6,2023,Tanvi Desai,Full Time,"Python, SQL, Pandas"
10367,Isha Gupta,Marketing,Marketing Analyst,Mumbai,2227024,10.5,42,Active,Excellent,2,2026,Rahul Nair,Full Time,"Java, Spring Boot, SQL"
10368,Tanvi Patel,Product,Product Manager,Delhi,879525,4.1,42,Active,Meets Expectations,8,2022,Manish Joshi,Full Time,"Risk Analysis, Excel, SQL"
10369,Harsh Verma,Product,Product Analyst,Ahmedabad,1202931,5.7,36,Notice Period,Needs Improvement,2,2022,Sneha Kulkarni,Full Time,"LLM, RAG, LangChain, Python"
10370,Shreya Sharma,Sales,Sales Manager,Chennai,2202841,7.1,54,Active,Excellent,3,2011,Manish Rao,Full Time,"Java, Spring Boot, SQL"
10371,Harsh Patel,Product,Product Manager,Gurugram,1924401,8.2,28,Active,Very Good,4,2012,Aditya Kulkarni,Contract,"AWS, Docker, Kubernetes"
10372,Riya Sharma,Marketing,Growth Analyst,Noida,2320949,4.5,47,Active,Very Good,1,2012,Naina Patel,Full Time,"Python, SQL, Pandas"
10373,Nikhil Gupta,Sales,Account Executive,Delhi,1019688,8.4,49,Active,Good,7,2011,Nikhil Kulkarni,Contract,"Risk Analysis, Excel, SQL"
10374,Aditya Joshi,Finance,FP&A Analyst,Hyderabad,1742636,4.7,54,On Leave,Needs Improvement,5,2018,Siddharth Rao,Full Time,"LLM, RAG, LangChain, Python"
10375,Isha Patel,Sales,Account Executive,Delhi,1345425,13.1,36,Notice Period,Excellent,1,2013,Rahul Khan,Full Time,"LLM, RAG, LangChain, Python"
10376,Varun Verma,Technology,Backend Developer,Ahmedabad,2032471,5.3,43,Notice Period,Excellent,2,2026,Harsh Shah,Contract,"AWS, Docker, Kubernetes"
10377,Pooja Kapoor,Marketing,Marketing Analyst,Mumbai,2312046,11.4,42,Notice Period,Very Good,2,2018,Siddharth Sharma,Contract,"Python, SQL, Pandas"
10378,Meera Khan,Sales,Business Development Executive,Noida,1201603,8.9,22,Active,Very Good,3,2024,Rohan Khan,Full Time,"LLM, RAG, LangChain, Python"
10379,Aditya Mehta,Finance,Risk Analyst,Chennai,2023081,12.0,36,Active,Excellent,6,2012,Riya Rao,Full Time,"LLM, RAG, LangChain, Python"
10380,Vikram Joshi,Cybersecurity,Security Analyst,Delhi,2189650,13.0,40,Active,Good,7,2026,Aditya Kapoor,Contract,"Python, SQL, Pandas"
10381,Vikram Kapoor,Finance,FP&A Analyst,Pune,1595533,8.7,36,Active,Meets Expectations,1,2014,Naina Rao,Full Time,"AWS, Docker, Kubernetes"
10382,Aditya Patel,Marketing,Marketing Specialist,Hyderabad,1749872,9.9,25,On Leave,Excellent,7,2023,Rohan Singh,Full Time,"Data Governance, SQL, Collibra"
10383,Vikram Khan,Cybersecurity,IAM Analyst,Bengaluru,1922811,5.5,55,On Leave,Needs Improvement,3,2020,Sneha Joshi,Contract,"Java, Spring Boot, SQL"
10384,Maya Khan,Marketing,Growth Analyst,Kolkata,945441,13.5,31,Notice Period,Meets Expectations,6,2013,Pooja Desai,Full Time,"AWS, Docker, Kubernetes"
10385,Sneha Sharma,Analytics,Data Analyst,Bengaluru,891447,5.1,33,On Leave,Excellent,7,2018,Dev Patel,Full Time,"SQL, Power BI, Excel"
10386,Simran Shah,Sales,Account Executive,Pune,2276039,14.5,30,Active,Meets Expectations,6,2015,Varun Kapoor,Contract,"Excel, SQL, Tableau"
10387,Neha Joshi,Human Resources,HR Manager,Noida,2154202,12.4,25,Active,Very Good,6,2017,Ananya Mehta,Full Time,"LLM, RAG, LangChain, Python"
10388,Aditi Kulkarni,Finance,Risk Analyst,Hyderabad,1827884,2.3,57,Active,Good,1,2017,Nikhil Nair,Full Time,"Python, PySpark, AWS"
10389,Rahul Sharma,Product,Product Manager,Gurugram,2061217,9.7,45,Active,Good,4,2018,Maya Patel,Full Time,"Risk Analysis, Excel, SQL"
10390,Priya Rao,Operations,Operations Manager,Kolkata,551075,6.8,22,Notice Period,Good,4,2013,Aarav Gupta,Contract,"SQL, Power BI, Excel"
10391,Yash Singh,Cybersecurity,Cybersecurity Engineer,Kolkata,883478,13.2,43,Active,Excellent,3,2015,Siddharth Joshi,Full Time,"SQL, Power BI, Excel"
10392,Aarav Gupta,Operations,Operations Analyst,Delhi,1801703,0.9,55,Notice Period,Needs Improvement,5,2018,Nikhil Kapoor,Full Time,"Excel, SQL, Tableau"
10393,Neha Mehta,Operations,Process Analyst,Kolkata,2119836,6.7,54,Active,Good,3,2015,Ananya Singh,Full Time,"Python, PySpark, AWS"
10394,Yash Gupta,Sales,Business Development Executive,Hyderabad,2135931,3.8,50,On Leave,Needs Improvement,5,2012,Dev Desai,Full Time,"Python, PySpark, AWS"
10395,Maya Rao,Data Engineering,Senior Data Engineer,Kolkata,1828362,5.0,50,Active,Good,7,2011,Nikhil Mehta,Full Time,"Machine Learning, Python, Scikit-learn"
10396,Kabir Gupta,Marketing,Marketing Specialist,Ahmedabad,1072287,14.4,58,Active,Needs Improvement,3,2019,Yash Iyer,Full Time,"Risk Analysis, Excel, SQL"
10397,Ananya Verma,Finance,Financial Analyst,Ahmedabad,658211,8.0,56,Active,Very Good,3,2011,Isha Patel,Full Time,"Java, Spring Boot, SQL"
10398,Siddharth Rao,Finance,FP&A Analyst,Noida,2264033,2.2,56,Active,Excellent,8,2021,Riya Gupta,Full Time,"Machine Learning, Python, Scikit-learn"
10399,Isha Kulkarni,Cybersecurity,Cybersecurity Engineer,Ahmedabad,1691070,7.9,42,Active,Very Good,5,2017,Aditya Khan,Full Time,"AWS, Docker, Kubernetes"
10400,Riya Gupta,Sales,Sales Analyst,Noida,1961751,9.3,27,On Leave,Needs Improvement,2,2017,Yash Kapoor,Contract,"Data Governance, SQL, Collibra"
10401,Manish Nair,Cybersecurity,IAM Analyst,Ahmedabad,732845,12.8,51,Notice Period,Needs Improvement,5,2026,Rohan Rao,Contract,"Python, SQL, Pandas"
10402,Varun Desai,Human Resources,Talent Partner,Pune,2089088,0.7,47,Active,Good,1,2013,Simran Verma,Full Time,"Data Governance, SQL, Collibra"
10403,Kavya Khan,Product,Associate Product Manager,Delhi,1447032,10.9,56,Active,Good,5,2018,Sneha Shah,Full Time,"Risk Analysis, Excel, SQL"
10404,Kabir Shah,Data Engineering,Senior Data Engineer,Ahmedabad,531329,7.3,57,Notice Period,Excellent,7,2024,Arjun Kapoor,Full Time,"Excel, SQL, Tableau"
10405,Naina Sharma,Technology,Software Engineer,Ahmedabad,1033275,10.2,51,Active,Good,6,2022,Pooja Nair,Contract,"SQL, Power BI, Excel"
10406,Aditya Gupta,Sales,Business Development Executive,Kolkata,1712029,5.2,41,Active,Good,1,2024,Aditi Kapoor,Full Time,"Excel, SQL, Tableau"
10407,Varun Sharma,Cybersecurity,Security Analyst,Noida,2114677,12.5,22,Active,Good,6,2019,Varun Gupta,Full Time,"Risk Analysis, Excel, SQL"
10408,Aditi Nair,Cybersecurity,Cybersecurity Engineer,Delhi,1740454,13.3,57,Active,Needs Improvement,3,2018,Tanvi Singh,Contract,"Java, Spring Boot, SQL"
10409,Aditi Patel,Marketing,Digital Marketing Manager,Hyderabad,1150693,5.2,53,Active,Meets Expectations,2,2024,Neha Kulkarni,Full Time,"Java, Spring Boot, SQL"
10410,Kabir Nair,Human Resources,HR Analyst,Bengaluru,2355651,5.5,21,Notice Period,Meets Expectations,3,2023,Aditi Khan,Contract,"Java, Spring Boot, SQL"
10411,Kabir Singh,Product,Product Manager,Hyderabad,1398684,12.9,42,Active,Needs Improvement,6,2025,Siddharth Joshi,Full Time,"LLM, RAG, LangChain, Python"
10412,Kavya Patel,Human Resources,Talent Partner,Ahmedabad,1001335,8.5,52,Active,Meets Expectations,7,2012,Riya Singh,Full Time,"SQL, Power BI, Excel"
10413,Vikram Verma,Human Resources,HR Manager,Mumbai,1509669,5.6,47,Active,Very Good,6,2011,Nikhil Sharma,Contract,"LLM, RAG, LangChain, Python"
10414,Tanvi Sharma,Cybersecurity,Cybersecurity Engineer,Hyderabad,1502141,11.6,57,On Leave,Meets Expectations,2,2021,Aarav Singh,Contract,"Python, PySpark, AWS"
10415,Manish Verma,Analytics,BI Analyst,Hyderabad,1814186,6.1,45,Notice Period,Needs Improvement,6,2016,Manish Desai,Full Time,"Java, Spring Boot, SQL"
10416,Tanvi Gupta,Data Engineering,Data Platform Engineer,Chennai,2071121,7.5,44,Active,Meets Expectations,1,2017,Pooja Gupta,Contract,"SQL, Power BI, Excel"
10417,Yash Kapoor,Human Resources,HR Manager,Bengaluru,1031878,5.4,41,Active,Meets Expectations,8,2019,Aditi Patel,Full Time,"Python, PySpark, AWS"
10418,Shreya Verma,Data Engineering,Data Platform Engineer,Chennai,1892028,6.9,50,Notice Period,Very Good,2,2022,Nikhil Shah,Full Time,"Risk Analysis, Excel, SQL"
10419,Isha Desai,Operations,Process Analyst,Kolkata,1186629,10.6,55,Active,Excellent,1,2015,Neha Kulkarni,Full Time,"Data Governance, SQL, Collibra"
10420,Shreya Verma,Sales,Sales Analyst,Hyderabad,1902235,5.1,34,Active,Needs Improvement,2,2015,Yash Sharma,Full Time,"Python, SQL, Pandas"
10421,Rahul Shah,Technology,Software Engineer,Kolkata,844165,6.2,57,On Leave,Excellent,1,2023,Maya Verma,Full Time,"Excel, SQL, Tableau"
10422,Siddharth Mehta,Analytics,Data Analyst,Chennai,2236536,3.5,35,Active,Meets Expectations,1,2016,Priya Kulkarni,Full Time,"Machine Learning, Python, Scikit-learn"
10423,Meera Patel,Operations,Operations Analyst,Noida,2248024,1.4,56,Active,Excellent,8,2012,Arjun Rao,Full Time,"LLM, RAG, LangChain, Python"
10424,Yash Nair,Analytics,Senior Data Analyst,Gurugram,1846758,7.8,52,On Leave,Excellent,2,2018,Varun Patel,Full Time,"Machine Learning, Python, Scikit-learn"
10425,Kavya Kapoor,Data Engineering,Data Platform Engineer,Chennai,1615204,3.9,54,Active,Excellent,8,2026,Meera Khan,Full Time,"Java, Spring Boot, SQL"
10426,Rohan Mehta,Human Resources,HR Analyst,Delhi,1421784,15.0,28,On Leave,Excellent,7,2021,Meera Kapoor,Contract,"Data Governance, SQL, Collibra"
10427,Dev Kapoor,Product,Product Operations Analyst,Bengaluru,2398016,9.4,46,Notice Period,Good,3,2013,Isha Khan,Full Time,"AWS, Docker, Kubernetes"
10428,Manish Mehta,Marketing,Marketing Analyst,Hyderabad,1195058,14.3,41,Active,Needs Improvement,8,2013,Naina Iyer,Full Time,"Machine Learning, Python, Scikit-learn"
10429,Tanvi Shah,Data Engineering,Senior Data Engineer,Mumbai,2083050,9.7,26,Active,Meets Expectations,6,2025,Maya Singh,Contract,"Risk Analysis, Excel, SQL"
10430,Rohan Singh,Data Engineering,ETL Developer,Chennai,1376543,12.6,21,Active,Very Good,2,2015,Riya Singh,Full Time,"Python, PySpark, AWS"
10431,Tanvi Gupta,Sales,Sales Analyst,Gurugram,1239451,6.8,50,Active,Meets Expectations,1,2015,Meera Iyer,Full Time,"SQL, Power BI, Excel"
10432,Karan Shah,Technology,Backend Developer,Bengaluru,1104315,11.3,58,Notice Period,Needs Improvement,2,2020,Aditya Kapoor,Full Time,"Python, SQL, Pandas"
10433,Harsh Verma,Operations,Process Analyst,Bengaluru,2291236,13.0,42,Active,Very Good,2,2013,Tanvi Verma,Contract,"AWS, Docker, Kubernetes"
10434,Priya Kapoor,Product,Product Manager,Delhi,1303291,7.6,46,Active,Meets Expectations,6,2023,Nikhil Sharma,Full Time,"Python, PySpark, AWS"
10435,Kavya Gupta,Finance,Risk Analyst,Ahmedabad,601296,3.2,40,Notice Period,Good,8,2014,Siddharth Verma,Contract,"Excel, SQL, Tableau"
10436,Siddharth Singh,Product,Product Operations Analyst,Pune,460826,0.6,23,On Leave,Very Good,2,2017,Karan Mehta,Full Time,"Risk Analysis, Excel, SQL"
10437,Nikhil Rao,Human Resources,People Operations Analyst,Hyderabad,921684,14.3,22,Active,Needs Improvement,8,2022,Priya Shah,Contract,"Python, PySpark, AWS"
10438,Manish Shah,Sales,Business Development Executive,Delhi,761015,9.1,29,Notice Period,Good,8,2021,Yash Shah,Contract,"LLM, RAG, LangChain, Python"
10439,Meera Khan,Data Engineering,ETL Developer,Bengaluru,758110,9.3,45,Notice Period,Needs Improvement,3,2013,Karan Khan,Full Time,"SQL, Power BI, Excel"
10440,Arjun Patel,Marketing,Marketing Analyst,Bengaluru,1693522,8.9,45,Notice Period,Excellent,4,2011,Varun Nair,Full Time,"SQL, Power BI, Excel"
10441,Aditi Gupta,Analytics,Senior Data Analyst,Kolkata,645759,10.1,43,Active,Good,1,2016,Aditi Nair,Full Time,"AWS, Docker, Kubernetes"
10442,Nikhil Iyer,Technology,ML Engineer,Chennai,1243120,2.2,27,Active,Excellent,5,2025,Kabir Patel,Full Time,"Machine Learning, Python, Scikit-learn"
10443,Dev Gupta,Cybersecurity,Security Engineer,Kolkata,1019234,10.4,49,Active,Good,1,2022,Rahul Khan,Full Time,"Python, SQL, Pandas"
10444,Manish Iyer,Human Resources,HR Analyst,Chennai,1188247,14.6,25,On Leave,Needs Improvement,4,2013,Nikhil Mehta,Contract,"Python, PySpark, AWS"
10445,Tanvi Gupta,Sales,Sales Analyst,Ahmedabad,1014998,11.5,55,Active,Very Good,4,2021,Priya Kulkarni,Full Time,"Data Governance, SQL, Collibra"
10446,Naina Gupta,Product,Associate Product Manager,Gurugram,588481,1.1,36,On Leave,Very Good,1,2019,Riya Verma,Full Time,"SQL, Power BI, Excel"
10447,Sneha Joshi,Analytics,Data Analyst,Noida,647366,10.0,56,Notice Period,Meets Expectations,2,2021,Aarav Kapoor,Full Time,"Risk Analysis, Excel, SQL"
10448,Dev Kapoor,Finance,Financial Analyst,Pune,994665,2.5,40,Active,Needs Improvement,2,2011,Nikhil Shah,Full Time,"Machine Learning, Python, Scikit-learn"
10449,Aditi Rao,Human Resources,Talent Partner,Ahmedabad,1354575,5.5,44,Active,Excellent,8,2020,Aarav Nair,Full Time,"SQL, Power BI, Excel"
10450,Sneha Mehta,Technology,ML Engineer,Delhi,2354548,11.5,47,Active,Meets Expectations,6,2014,Aditi Mehta,Contract,"Machine Learning, Python, Scikit-learn"
10451,Rohan Patel,Finance,Financial Analyst,Chennai,1758572,7.5,54,Active,Needs Improvement,5,2019,Rahul Shah,Full Time,"Java, Spring Boot, SQL"
10452,Aarav Rao,Human Resources,HR Analyst,Kolkata,2013608,8.3,49,Active,Needs Improvement,3,2011,Ananya Mehta,Full Time,"Python, PySpark, AWS"
10453,Aditi Kapoor,Product,Associate Product Manager,Gurugram,667405,14.0,51,Active,Needs Improvement,8,2019,Manish Kulkarni,Full Time,"Python, PySpark, AWS"
10454,Sneha Iyer,Sales,Business Development Executive,Ahmedabad,1076029,11.2,31,Notice Period,Very Good,7,2011,Aarav Joshi,Full Time,"LLM, RAG, LangChain, Python"
10455,Shreya Kulkarni,Product,Product Analyst,Ahmedabad,692839,7.9,41,Notice Period,Meets Expectations,1,2017,Nikhil Khan,Contract,"Python, SQL, Pandas"
10456,Manish Singh,Data Engineering,ETL Developer,Delhi,1430957,2.8,50,Active,Very Good,1,2011,Neha Verma,Full Time,"Java, Spring Boot, SQL"
10457,Karan Singh,Technology,Backend Developer,Hyderabad,455318,0.7,27,Active,Needs Improvement,6,2013,Neha Iyer,Contract,"Data Governance, SQL, Collibra"
10458,Aditya Mehta,Cybersecurity,IAM Analyst,Noida,2163177,9.1,51,Notice Period,Needs Improvement,2,2021,Kavya Gupta,Contract,"LLM, RAG, LangChain, Python"
10459,Kavya Mehta,Human Resources,HR Analyst,Delhi,2023121,1.4,26,Active,Excellent,4,2011,Maya Singh,Full Time,"Risk Analysis, Excel, SQL"
10460,Aarav Verma,Data Engineering,Data Platform Engineer,Noida,1017740,9.9,29,Active,Good,8,2021,Neha Joshi,Full Time,"Python, PySpark, AWS"
10461,Maya Joshi,Sales,Account Executive,Delhi,1125745,5.5,56,Notice Period,Meets Expectations,8,2023,Sneha Verma,Full Time,"AWS, Docker, Kubernetes"
10462,Karan Kulkarni,Marketing,Marketing Specialist,Pune,2377905,4.6,30,Active,Needs Improvement,2,2019,Dev Sharma,Full Time,"Data Governance, SQL, Collibra"
10463,Pooja Kapoor,Human Resources,People Operations Analyst,Mumbai,899174,0.6,57,Notice Period,Needs Improvement,3,2021,Maya Khan,Contract,"Python, PySpark, AWS"
10464,Maya Gupta,Technology,Backend Developer,Gurugram,1422026,11.0,22,Active,Excellent,6,2023,Neha Khan,Full Time,"Excel, SQL, Tableau"
10465,Kavya Singh,Data Engineering,Data Platform Engineer,Mumbai,1024433,7.6,53,Notice Period,Good,8,2011,Ananya Gupta,Contract,"LLM, RAG, LangChain, Python"
10466,Ananya Singh,Analytics,BI Analyst,Gurugram,1868306,10.7,36,Active,Excellent,6,2011,Karan Iyer,Full Time,"Python, SQL, Pandas"
10467,Karan Mehta,Analytics,Data Analyst,Kolkata,1339495,0.7,46,On Leave,Very Good,8,2012,Ananya Shah,Contract,"LLM, RAG, LangChain, Python"
10468,Nikhil Mehta,Sales,Business Development Executive,Noida,1610837,3.1,24,Active,Good,5,2024,Arjun Singh,Full Time,"Risk Analysis, Excel, SQL"
10469,Priya Singh,Operations,Operations Analyst,Pune,1026790,4.0,35,Notice Period,Needs Improvement,3,2020,Aditya Kapoor,Full Time,"Python, SQL, Pandas"
10470,Sneha Kulkarni,Finance,Risk Analyst,Hyderabad,1572717,9.1,23,Active,Excellent,3,2017,Varun Mehta,Full Time,"LLM, RAG, LangChain, Python"
10471,Rohan Desai,Finance,Finance Manager,Pune,2369572,10.0,54,Notice Period,Meets Expectations,6,2026,Maya Khan,Full Time,"Risk Analysis, Excel, SQL"
